"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.968453917E0	-9.131011963E-2	2.011816406E-1	9.241182861E0	9.243823466E0
2.978447917E0	-4.547543335E-1	1.136137390E-1	9.876761169E0	9.887877466E0
2.988441917E0	-2.883004761E-1	2.671943665E-1	9.925709381E0	9.933489654E0
2.998435917E0	-3.457809448E-2	1.655557251E-1	9.550739136E0	9.552236512E0
3.008429917E0	4.661306763E-1	-1.625619507E-1	1.048509613E1	1.049671115E1
3.018423917E0	9.056167603E-2	-6.825805664E-2	9.943821716E0	9.944468357E0
3.028417917E0	-1.095721436E-1	8.307723999E-2	9.099128265E0	9.100167200E0
3.038411917E0	-8.951385498E-2	2.670446777E-1	9.530830536E0	9.534991153E0
3.048405917E0	3.439846802E-1	1.212478638E-1	1.144160706E1	1.144741886E1
3.058399917E0	3.324586487E-1	3.215313721E-1	9.661808167E0	9.672871767E0
3.068393917E0	-5.688171387E-3	4.596940613E-1	8.057145081E0	8.070250172E0
3.078387917E0	-3.715274048E-1	1.826202393E-1	1.033750305E1	1.034578910E1
3.088381917E0	1.522334290E-1	4.802014160E-1	1.080887283E1	1.082060536E1
3.098375917E0	6.439608765E-1	-4.460723877E-1	1.011446686E1	1.014475756E1
3.108369917E0	-3.815565491E-1	-5.246589661E-1	9.967622223E0	9.988710888E0
3.118362917E0	-1.761087799E0	1.303788757E-1	9.628128204E0	9.788732380E0
3.128356917E0	-1.456471252E0	-2.653981018E-1	8.332123260E0	8.462625047E0
3.138350917E0	-2.499801636E-1	-2.155517578E-1	1.019799316E1	1.020333363E1
