"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.841097792E0	1.028810577E0	5.590873718E-1	8.153544617E0	8.237191251E0
2.851090792E0	7.384144592E-1	6.545887756E-1	1.074016571E1	1.078540226E1
2.861084792E0	1.763333130E-1	2.704875183E-1	1.212718140E1	1.213147912E1
2.871078792E0	4.116439819E-2	9.550140381E-2	8.289312286E0	8.289964608E0
2.881071792E0	-5.325924683E-1	3.469784546E-1	9.665849762E0	9.686728055E0
2.891065792E0	-1.306183777E0	3.493734741E-1	1.029888336E1	1.038726029E1
2.901058792E0	-8.181985474E-1	1.526824951E-1	8.525521088E0	8.566053387E0
2.911052792E0	-4.918771362E-1	-9.580078125E-3	9.477391663E0	9.490152139E0
2.921045792E0	8.681945801E-2	3.379971313E-1	1.102906494E1	1.103458441E1
2.931039792E0	8.376580811E-1	6.448590088E-1	9.580227814E0	9.638375338E0
2.941032792E0	6.713539124E-1	2.850073242E-1	9.649384003E0	9.676908436E0
2.951026792E0	-1.953437805E-1	1.255888367E-1	1.145927032E1	1.146162328E1
2.961020792E0	-3.080593872E-1	4.549040222E-1	8.353528748E0	8.371575765E0
2.971013792E0	-7.093748474E-1	5.393284607E-1	1.032777328E1	1.036614629E1
2.981007792E0	-1.012793884E0	3.333567810E-1	1.029169830E1	1.034678366E1
2.991000792E0	-3.942800903E-1	2.040257263E-1	8.167465668E0	8.179521913E0
3.000994792E0	-2.832110596E-1	1.893562317E-1	9.349258118E0	9.355463197E0
3.010987792E0	5.239105225E-3	3.164419556E-1	1.204545135E1	1.204960835E1
3.020981792E0	5.683680725E-1	2.529739380E-1	9.268575897E0	9.289431481E0
3.030975792E0	5.375321960E-1	2.046244812E-1	9.105714569E0	9.123861565E0
3.040968792E0	-2.095642090E-3	3.188369751E-1	1.093715607E1	1.094180260E1
3.050962792E0	-4.155358887E-1	2.179467773E-1	1.023975632E1	1.025050147E1
3.060955792E0	-5.962101746E-1	3.936813354E-1	8.830287323E0	8.859143625E0
3.070949792E0	-5.902226257E-1	3.899391174E-1	9.905651093E0	9.930878049E0
3.080942792E0	-5.207670593E-1	5.924679565E-1	1.000459534E1	1.003564370E1
3.090936792E0	3.083587646E-2	4.878355408E-1	8.835227051E0	8.848738408E0
3.100930792E0	-2.139051819E-1	2.659968567E-1	1.037657181E1	1.038218437E1
3.110923792E0	-7.080276489E-2	-4.340972900E-2	1.110301117E1	1.110332178E1
3.120917417E0	1.083746338E-1	-1.392105103E-2	8.651858368E0	8.652548300E0
3.130910417E0	3.218307495E-2	3.195854187E-1	1.009859985E1	1.010370673E1
