"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.087485958E0	-1.216969299E-1	5.706134033E-1	1.031235535E1	1.032884711E1
2.097479958E0	-4.281097412E-2	6.436614990E-3	1.046683411E1	1.046692364E1
2.107473958E0	-2.743794250E-1	1.676513672E-1	8.604556732E0	8.610562560E0
2.117466958E0	-2.043251038E-1	1.206491089E-1	1.009246262E1	1.009525169E1
2.127460958E0	9.610015869E-2	-8.801696777E-2	1.055904236E1	1.055984648E1
2.137453958E0	3.354524231E-1	7.170089722E-2	1.043614792E1	1.044178398E1
2.147447958E0	1.663041687E-1	5.605842590E-1	8.341553650E0	8.362023026E0
2.157441958E0	-4.788542175E-1	2.633024597E-1	1.053015244E1	1.054432264E1
2.167434958E0	-6.306385803E-1	2.718347168E-1	9.842332764E0	9.866261367E0
2.177428958E0	-4.418811035E-1	4.610412598E-2	9.745633850E0	9.755755411E0
2.187421958E0	-1.540296936E-1	1.422042847E-2	9.776020660E0	9.777244362E0
2.197415958E0	-2.398013306E-1	3.150947571E-1	9.304800568E0	9.313221944E0
2.207409958E0	8.352630615E-2	3.273692322E-1	1.034558624E1	1.035110149E1
2.217402958E0	1.621128845E-1	3.053649902E-2	1.028735733E1	1.028867989E1
2.227396958E0	2.748284912E-1	8.696914673E-2	9.632618866E0	9.636931075E0
2.237389958E0	-5.733078003E-2	2.490820312E-1	9.030271454E0	9.033887934E0
2.247383958E0	-3.556604004E-1	3.978726196E-1	1.084599564E1	1.085911683E1
2.257377958E0	-4.987628174E-1	1.968406677E-1	9.738299103E0	9.753049780E0
2.267370958E0	-4.179309082E-1	2.540217590E-1	9.227261810E0	9.240213948E0
2.277364958E0	-1.315763855E-1	6.406677246E-2	9.753417664E0	9.754515519E0
2.287357958E0	-1.152603149E-2	6.107299805E-2	1.066008224E1	1.066026342E1
2.297351958E0	8.262817383E-2	3.293151855E-3	1.006267456E1	1.006301434E1
2.307344958E0	-1.761836243E-1	3.098556519E-1	8.499924316E0	8.507394700E0
2.317338958E0	-6.137237549E-2	3.353027344E-1	1.030157776E1	1.030721586E1
2.327332958E0	-2.155517578E-1	3.138972473E-1	1.089539291E1	1.090204480E1
2.337325958E0	-6.795867920E-2	1.640588379E-1	9.537117462E0	9.538770527E0
2.347319958E0	-3.351530457E-1	1.329235840E-1	8.320746918E0	8.328554827E0
2.357312958E0	-1.504371643E-1	3.017724609E-1	1.061951660E1	1.062486851E1
2.367306958E0	-2.471360779E-1	1.269360352E-1	1.073672287E1	1.074031689E1
2.377300958E0	5.313949585E-2	4.266128540E-2	9.207652588E0	9.207904755E0
2.387293958E0	1.631607056E-2	1.435514832E-1	9.155710602E0	9.156850434E0
2.397287958E0	-2.062710571E-1	2.703378296E-1	1.072100555E1	1.072639690E1
2.407280958E0	-1.246907043E-1	1.832189941E-1	9.839189301E0	9.841684971E0
2.417274958E0	-4.785548401E-1	2.119592285E-1	9.597292328E0	9.611553541E0
2.427268958E0	-1.329235840E-1	2.312690735E-1	9.637708282E0	9.641399017E0
2.437261958E0	-2.104623413E-1	2.161505127E-1	9.813442841E0	9.818079029E0
2.447255958E0	8.547225952E-2	1.781295776E-2	1.052491333E1	1.052527546E1
2.457248958E0	-1.787283325E-1	1.523831177E-1	9.786349182E0	9.789167214E0
2.467242958E0	1.254391479E-1	3.760180664E-1	9.043294373E0	9.051977556E0
2.477236958E0	-5.044509888E-2	1.660047913E-1	1.050305878E1	1.050449170E1
2.487229958E0	3.293151855E-2	1.125659180E-1	1.078417419E1	1.078481194E1
2.497223958E0	-2.601589966E-1	1.317260742E-2	8.717871094E0	8.721762014E0
2.507216958E0	-5.415737915E-1	2.767744446E-1	9.150471497E0	9.170661638E0
2.517210958E0	-3.406915283E-1	4.619393921E-1	1.090542206E1	1.092051688E1
2.527204958E0	5.029541016E-2	1.872605896E-1	1.007210495E1	1.007397113E1
2.537197958E0	1.273851013E-1	1.990859985E-2	9.539063416E0	9.539934704E0
2.547191958E0	-2.514770508E-1	3.118016052E-1	8.690927124E0	8.700153747E0
2.557184958E0	-4.047583008E-1	1.092727661E-1	1.097053665E1	1.097854472E1
2.567178958E0	-3.459306335E-1	9.131011963E-2	9.902357941E0	9.908819220E0
2.577172958E0	-7.694000244E-2	1.377136230E-2	9.547745361E0	9.548065296E0
2.587165542E0	-3.772155762E-2	2.077679443E-1	9.316775665E0	9.319168377E0
2.597159542E0	1.062789917E-1	4.658312988E-1	1.034274216E1	1.035377271E1
2.607152542E0	5.688171387E-2	3.685336304E-1	1.066038162E1	1.066690156E1
2.617146542E0	-2.320175171E-2	1.269360352E-1	8.997789001E0	8.998714241E0
2.627140542E0	-9.475296021E-2	-4.191284180E-3	9.767638092E0	9.768098566E0
2.637133542E0	-4.876858521E-1	2.811154175E-1	1.020368134E1	1.021919645E1
2.647127542E0	-3.586541748E-1	-2.110610962E-2	1.035441788E1	1.036064901E1
2.657120542E0	-4.673281860E-1	1.088237000E-1	8.640781403E0	8.654093914E0
2.667114542E0	9.744735718E-2	3.474275208E-1	1.022164398E1	1.022801093E1
2.677108542E0	1.600172424E-1	2.424957275E-1	1.071950867E1	1.072344514E1
2.687101542E0	2.745291138E-1	-4.984634399E-2	9.633966064E0	9.638005656E0
2.697095542E0	-2.505789185E-1	2.332150269E-1	9.092991028E0	9.099432118E0
2.707088542E0	-4.569996643E-1	3.140469360E-1	1.007345215E1	1.008870221E1
2.717082542E0	-3.802093506E-1	4.710704041E-1	1.048105453E1	1.049852231E1
2.727076542E0	-2.743794250E-1	4.722679138E-1	9.149573364E0	9.165861323E0
2.737069542E0	3.532653809E-2	2.874023438E-2	9.971813507E0	9.971917498E0
2.747063542E0	-6.227050781E-2	-3.945794678E-1	9.498797150E0	9.507192954E0
2.757056542E0	1.182540894E-2	-1.859133911E-1	1.024798920E1	1.024968225E1
2.767050542E0	-2.110610962E-1	3.608995056E-1	1.025412643E1	1.026264606E1
2.777044542E0	8.921447754E-2	3.514691162E-1	9.279203796E0	9.286286279E0
2.787037542E0	-7.095245361E-2	5.629792786E-1	9.941576385E0	9.957756823E0
2.797031542E0	-1.559756470E-1	3.149450684E-1	1.037717056E1	1.038312033E1
2.807024542E0	-4.543052673E-1	2.297721863E-1	9.625733185E0	9.639187096E0
2.817018542E0	-2.047741699E-1	1.998344421E-1	8.840166779E0	8.844795924E0
2.827012542E0	-7.634124756E-2	1.133143616E-1	1.132170639E1	1.132253080E1
2.837005542E0	1.068777466E-1	-1.913021851E-1	9.778265991E0	9.780721097E0
2.846999542E0	-4.176315308E-1	-2.567161560E-1	9.036408691E0	9.049696200E0
2.856992542E0	-4.061054993E-1	4.444258118E-1	9.377100220E0	9.396405936E0
2.866986542E0	-2.860551453E-1	8.628057861E-1	1.088880661E1	1.092668160E1
2.876979542E0	3.782633972E-1	3.959266663E-1	9.984836426E0	9.999839977E0
2.886973542E0	7.843688965E-2	-1.966909790E-1	9.354646912E0	9.357043258E0
2.896967542E0	-1.434017944E-1	-1.832189941E-1	9.233997803E0	9.236928531E0
2.906960542E0	-3.570075989E-1	1.350192261E-1	1.038705002E1	1.039406045E1
2.916954542E0	-1.158590698E-1	3.459306335E-1	1.073163345E1	1.073783255E1
2.926947542E0	2.028282166E-1	4.014651489E-1	8.824000397E0	8.835456782E0
2.936941542E0	-2.049238586E-1	2.146536255E-1	9.530231781E0	9.534851219E0
2.946935542E0	-7.276368713E-1	5.807922363E-2	1.071846085E1	1.074328774E1
2.956928542E0	-5.475613403E-1	4.655319214E-2	9.382189636E0	9.398269681E0
2.966922542E0	-2.050735474E-2	3.324586487E-1	9.620494080E0	9.626258652E0
2.976915542E0	3.643423462E-1	3.793112183E-1	1.017838394E1	1.019196360E1
2.986909542E0	2.980302429E-1	2.119592285E-1	1.016566040E1	1.017223673E1
2.996903542E0	-1.185534668E-1	1.067280579E-1	9.635762329E0	9.637082622E0
3.006896542E0	-3.109034729E-1	-3.367996216E-2	9.976902924E0	9.981802806E0
3.016890542E0	-2.348616028E-1	1.613644409E-1	9.399553528E0	9.403871808E0
3.026883542E0	-3.076103210E-1	4.703219604E-1	1.064421524E1	1.065904053E1
3.036877542E0	-3.412902832E-1	-1.347198486E-2	9.466763763E0	9.472923345E0
3.046871542E0	-2.841091919E-1	1.094224548E-1	9.213789825E0	9.218818485E0
3.056864542E0	-1.556762695E-1	1.206491089E-1	9.868977356E0	9.870942476E0
3.066858542E0	2.658471680E-1	4.430786133E-1	1.090931396E1	1.092154406E1
3.076851542E0	1.624122620E-1	2.950364685E-1	9.480834503E0	9.486814383E0
3.086845542E0	1.393601990E-1	5.852828979E-2	9.317374420E0	9.318600373E0
3.096839542E0	-3.984713745E-1	-1.077758789E-2	9.917626190E0	9.925633725E0
